client,cc_predicted_probability,cc_predicted_revenue,cc_expected_revenue,cl_predicted_probability,cl_predicted_revenue,cl_expected_revenue,mf_predicted_probability,mf_predicted_revenue,mf_expected_revenue
910,0.11774442,4.703948,0.0,0.20183873,10.307343,0.0,0.70139045,3.6204152,0.0
150,0.30423978,4.9677005,0.0,0.611003,10.899575,0.0,0.70628035,3.854511,0.0
796,0.187094,4.502025,0.0,0.3639415,10.504942,0.0,0.5841513,1.6406327,0.0
1186,0.22593401,4.4396973,0.0,0.5858825,10.285494,0.0,0.6383416,4.7702703,0.0
1370,0.16601808,4.7253203,0.0,0.5075645,10.697611,0.0,0.3487185,1.6657985,0.0
1485,0.4661311,3.516715,0.0,0.3516797,10.83362,0.0,0.50568676,2.2465293,0.0
940,0.35940635,5.217883,0.0,0.6201936,10.307343,0.0,0.6455129,2.686591,0.0
166,0.578683,4.5008717,0.0,0.37843958,11.145159,0.0,0.5579686,3.9040692,0.0
1559,0.28795215,4.0440845,0.0,0.6165385,10.907454,0.0,0.42721668,2.9902356,0.0
570,0.3682898,4.571891,0.0,0.2981354,10.743036,0.0,0.47716618,3.074527,0.0
803,0.20148462,4.619976,0.0,0.58217055,10.354585,0.0,0.40559626,3.3319826,0.0
342,0.1848928,3.5887613,0.0,0.70268863,10.351018,0.0,0.7115658,2.938423,2.0908813
853,0.16393322,4.345145,0.0,0.51496255,10.579978,0.0,0.39998123,4.0043087,0.0
798,0.30286083,3.7287123,0.0,0.3795641,10.351912,0.0,0.3944519,3.2060246,0.0
240,0.17981224,5.0842123,0.0,0.60584015,11.014781,0.0,0.5579686,2.7305167,0.0
1611,0.25245458,3.5806882,0.0,0.6732031,11.171812,0.0,0.32854697,1.9819968,0.0
975,0.15588303,4.2044992,0.0,0.637133,11.11764,0.0,0.5318371,1.1512585,0.0
878,0.35546064,3.505398,0.0,0.8370159,10.991876,9.200375,0.61274016,3.2335646,0.0
261,0.43791232,4.891137,0.0,0.76230687,10.799156,8.232271,0.3944519,2.1555624,0.0
140,0.13409612,4.023954,0.0,0.63932824,10.757689,0.0,0.46980336,3.046278,0.0
1229,0.16176881,4.076078,0.0,0.2315046,10.3258295,0.0,0.64367205,4.296015,0.0
359,0.51091343,5.317638,0.0,0.50440365,10.967717,0.0,0.39312917,2.475404,0.0
1421,0.41653937,5.1003013,0.0,0.2516028,10.708707,0.0,0.379606,5.094102,0.0
1435,0.23819001,4.0891438,0.0,0.3534917,10.759605,0.0,0.66868824,1.8291267,0.0
1603,0.6534944,3.762016,0.0,0.32956448,11.215732,0.0,0.5426148,4.0178995,0.0
1031,0.569083,3.631564,0.0,0.6345345,10.524546,0.0,0.4677403,2.0982783,0.0
353,0.1295659,4.386965,0.0,0.26850668,10.352555,0.0,0.5780495,1.8134911,0.0
1597,0.14350207,3.9780698,0.0,0.756377,11.206865,8.476615,0.38615346,3.7647686,0.0
868,0.41089553,4.6718364,0.0,0.56001854,11.220452,0.0,0.41001898,2.7816806,0.0
861,0.2792692,4.2289543,0.0,0.31925714,10.443548,0.0,0.4975227,3.26236,0.0
876,0.42496368,4.8669577,0.0,0.5187614,10.917797,0.0,0.48709592,4.818693,0.0
325,0.29026943,3.927094,0.0,0.75736445,10.4529705,7.9167085,0.5753205,3.8578262,0.0
135,0.26946893,4.333731,0.0,0.383304,10.351912,0.0,0.40075964,1.8140327,0.0
1226,0.124519475,3.9064407,0.0,0.604713,11.169035,0.0,0.71721005,3.4249346,2.4563975
354,0.30550578,4.4628243,0.0,0.23624983,11.157757,0.0,0.72220963,2.9415524,2.1244175
200,0.51729673,5.0477233,0.0,0.6883166,11.183368,0.0,0.6323287,4.0175056,0.0
18,0.32699072,4.854453,0.0,0.4442582,10.289604,0.0,0.5182044,5.099063,0.0
633,0.7417076,4.946735,3.669031,0.40632638,11.109796,0.0,0.58118296,4.628427,0.0
830,0.27532062,4.829079,0.0,0.71123785,10.679664,7.595781,0.59165263,4.1335044,0.0
1225,0.08723417,4.525938,0.0,0.59847754,10.307343,0.0,0.7131305,3.383441,2.412835
701,0.60257995,4.537555,0.0,0.3902127,10.848847,0.0,0.4864351,1.6338602,0.0
978,0.9085089,4.395837,3.9936569,0.52515143,10.373191,0.0,0.60888815,2.9688737,0.0
897,0.38348433,4.9866104,0.0,0.4124763,10.723207,0.0,0.58945906,3.5603037,0.0
223,0.70135283,5.121267,0.0,0.346866,10.453945,0.0,0.44191766,3.255278,0.0
1090,0.3036155,4.8603673,0.0,0.33926225,11.190301,0.0,0.3964557,3.173972,0.0
1156,0.29714566,4.262975,0.0,0.4745646,11.21626,0.0,0.45320824,1.9186229,0.0
835,0.29725257,3.6153834,0.0,0.24737547,10.399882,0.0,0.40037274,3.2387562,0.0
828,0.50162256,4.380789,0.0,0.715629,11.2092905,8.021693,0.3944519,3.2060246,0.0
839,0.23939857,4.1445293,0.0,0.30354092,10.351912,0.0,0.44191766,3.3721855,0.0
1192,0.11954641,3.9996066,0.0,0.6690577,10.723031,0.0,0.6340243,1.5465834,0.0
1021,0.51125973,4.628527,0.0,0.4185948,11.177651,0.0,0.44191766,3.2060246,0.0
1426,0.34390065,4.3447256,0.0,0.27901366,10.771815,0.0,0.31999254,3.3954422,0.0
676,0.08947239,4.207209,0.0,0.54636043,10.395878,0.0,0.5353285,2.554181,0.0
1374,0.50889343,3.913511,0.0,0.35164368,10.339444,0.0,0.4655706,3.2132924,0.0
731,0.32837152,3.9781935,0.0,0.89016443,10.288014,9.158025,0.3863933,3.7570863,0.0
468,0.3654244,4.235638,0.0,0.4943179,10.617574,0.0,0.57337976,3.6801748,0.0
1123,0.4412326,4.0214796,0.0,0.6216204,11.030184,0.0,0.42987832,3.2673812,0.0
117,0.4447952,4.8849344,0.0,0.5507487,10.844775,0.0,0.6145912,2.411551,0.0
89,0.2503082,4.5098515,0.0,0.47402462,10.339444,0.0,0.42841372,0.86648166,0.0
912,0.18309316,3.8905523,0.0,0.5654782,11.155096,0.0,0.42841372,2.8923597,0.0
311,0.13331525,4.1306553,0.0,0.756377,10.712664,8.102812,0.63232046,3.0576155,0.0
237,0.44091457,3.765845,0.0,0.36274523,11.163002,0.0,0.48267168,3.2060246,0.0
7,0.3926373,4.032781,0.0,0.518423,11.2092905,0.0,0.40559626,2.0780895,0.0
750,0.08599474,3.4827125,0.0,0.7152248,10.594986,7.577797,0.40192616,1.9590564,0.0
655,0.15074158,3.7735498,0.0,0.5193654,10.653574,0.0,0.3863933,2.9196675,0.0
1569,0.5210336,4.258746,0.0,0.6868205,10.400788,0.0,0.61205083,2.3006644,0.0
1494,0.15936883,4.0271044,0.0,0.42201757,11.157757,0.0,0.49920377,4.9695296,0.0
1503,0.37680805,5.1839275,0.0,0.34166622,10.74571,0.0,0.3692153,4.071405,0.0
1126,0.4102503,5.022281,0.0,0.3343676,10.5166445,0.0,0.4975227,3.1489146,0.0
